Country,State,Year,Month,"Ration Cards (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Priority Household (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Priority Household (UOM:Number), Scaling Factor:1","Quantity Distributed Through Portability Inter Distric Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Inter District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Ladakh,"Calendar Year (Jan - Dec), 2019","February, 2019",36541.42071406425140387130,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","February, 2019",5153,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","February, 2019",11744822,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","February, 2019",14317674,5725,41043,51432,497258,175.04,889.95,1620.22,10384.47
India,Odisha,"Calendar Year (Jan - Dec), 2019","February, 2019",8687094,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2019","February, 2019",3534827,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","February, 2019",10520093,10784,1370,2262464,119254,454.26,72.81,241532.61,20822.4
India,Sikkim,"Calendar Year (Jan - Dec), 2019","February, 2019",95473,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","February, 2019",10051341,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","February, 2019",4979403,13639,174241,56700,650217,508.44,4166.91,1831.4,12644.73
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","February, 2019",54991.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","February, 2019",578728,39,27,253,1516,0.11,0.4,6.27,25.34
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","February, 2019",35460186,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","February, 2019",1321763,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","January, 2019",14754,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","January, 2019",9515657,6865,96380,104985,1462679,236.57,1495.45,3598.02,21386.31
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","January, 2019",174631,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","January, 2019",24639,0,0,708,2816,0,0,24.73,83.65
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","January, 2019",5282952,1080,175,75745,11098,5.93,19.14,369.49,1445.4
India,Goa,"Calendar Year (Jan - Dec), 2019","January, 2019",141074,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","January, 2019",6606307,66,416,674,6724,2.24,10.69,20.7,167.17
India,Haryana,"Calendar Year (Jan - Dec), 2019","January, 2019",2658653,2145,9452,51924,476556,58.82,162.43,1334.65,9036.28
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","January, 2019",681829,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","January, 2019",1634065.57928593574859612870,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","January, 2019",5701508,6,113,28066,196629,0.25,3.02,1065.09,5189.78
India,Karnataka,"Calendar Year (Jan - Dec), 2019","January, 2019",12435130,302,7675,11763,338139,0.08,1.48,2.43,48.84
India,Kerala,"Calendar Year (Jan - Dec), 2019","January, 2019",3568339,4947,26035,74803,432986,140,403.92,2037.02,7624.26
India,Ladakh,"Calendar Year (Jan - Dec), 2019","January, 2019",36541.42071406425140387130,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","January, 2019",5153,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","January, 2019",11742807,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","January, 2019",14277902,5348,38430,51461,506555,153.88,776.42,1607.59,10344.79
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","January, 2019",1051,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","January, 2019",8690874,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2019","January, 2019",3534825,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","January, 2019",10483429,9608,1042,2280998,123040,454.11,72.77,241065.59,20796.74
India,Sikkim,"Calendar Year (Jan - Dec), 2019","January, 2019",147313,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","January, 2019",20067473,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","January, 2019",4979403,13449,172444,56021,643405,491.99,4066.28,1761.67,12322.16
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","January, 2019",54581.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","January, 2019",578706,2,23,194,1242,0.07,0.49,6.65,26.7
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","January, 2019",35206377,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","January, 2019",1321286,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","December, 2018",14670,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","December, 2018",9518610,7648,101560,112618,1543787,262.14,1568.29,3836.4,22452.34
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","December, 2018",175003,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2018","December, 2018",24639,0,0,712,2840,0,0,24.85,83.08
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","December, 2018",5291193,1018,170,75167,10866,5.71,18.03,364.27,1434.97
India,Goa,"Calendar Year (Jan - Dec), 2018","December, 2018",140909,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","December, 2018",6624211,54,342,608,5452,1.77,8.77,20.28,138.16
India,Haryana,"Calendar Year (Jan - Dec), 2018","December, 2018",2656843,2038,9055,50967,463317,54.23,156.38,1294.3,8733.18
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","December, 2018",682592,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","December, 2018",1633054.19611264504793220930,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","December, 2018",5702576,1,42,9789,71373,0.07,1.19,364.95,1848.32
India,Karnataka,"Calendar Year (Jan - Dec), 2018","December, 2018",12374079,161,4427,3271,136852,0.06,0.99,1.14,32.53
India,Kerala,"Calendar Year (Jan - Dec), 2018","December, 2018",3527545,4393,24332,63811,388569,139.64,420.18,1933.77,7248.8
India,Ladakh,"Calendar Year (Jan - Dec), 2018","December, 2018",36518.80388735495206779070,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","December, 2018",5175,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","December, 2018",11728107,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","December, 2018",14364051,4329,31060,49237,475829,132.4,671.87,1533.79,9693.68
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","December, 2018",1051,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","December, 2018",8693250,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","December, 2018",10468839,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","December, 2018",147578,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","December, 2018",10035794,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","December, 2018",5050908,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","December, 2018",54563.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","December, 2018",578548,3,23,250,1805,0.07,0.52,8.48,37.94
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","December, 2018",34662292,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","December, 2018",1321286,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","November, 2018",24674,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","November, 2018",9520353,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","November, 2018",174510,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2018","November, 2018",49278,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","November, 2018",5291193,473,87,46767,6825,0.91,3.06,42.98,193.17
India,Goa,"Calendar Year (Jan - Dec), 2018","November, 2018",140942,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","November, 2018",6658532,42,229,499,4268,1.4,6.34,17.26,112.33
India,Haryana,"Calendar Year (Jan - Dec), 2018","November, 2018",2655622,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","November, 2018",682708,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","November, 2018",1631894.13765662689417262670,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","November, 2018",5700810,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","November, 2018",12254919,48,1482,2798,83175,0.02,0.33,0.98,19.76
India,Kerala,"Calendar Year (Jan - Dec), 2018","November, 2018",3504368,4083,22694,59379,346818,125.84,381.25,1779.21,6560.81
India,Ladakh,"Calendar Year (Jan - Dec), 2018","November, 2018",36492.86234337310582737330,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","November, 2018",5175,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","November, 2018",11734742,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","November, 2018",14406671,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","November, 2018",8695414,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","November, 2018",10467807,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","November, 2018",147992,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","November, 2018",10014318,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","November, 2018",5192173,1064,13306,13760,169546,13885.15,62611.55,440.33,3235.2
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","November, 2018",54507.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","November, 2018",578348,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","November, 2018",34189943,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","November, 2018",1321228,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","October, 2018",14893,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","October, 2018",9521046,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","October, 2018",172606,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2018","October, 2018",24639,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","October, 2018",5292925,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","October, 2018",140902,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","October, 2018",6675266,30,202,575,5495,1.05,5.37,19.73,144.93
India,Haryana,"Calendar Year (Jan - Dec), 2018","October, 2018",2653190,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","October, 2018",687331,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","October, 2018",1630692.99787248668100503190,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","October, 2018",5712272,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","October, 2018",12163210,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","October, 2018",3515430,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","October, 2018",36466.00212751331899496810,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","October, 2018",5175,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","October, 2018",11746612,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","October, 2018",14442589,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","October, 2018",8695414,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","October, 2018",3526357,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","October, 2018",10450632,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","October, 2018",95783,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","October, 2018",10016819,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","October, 2018",5048399,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","October, 2018",54351.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","October, 2018",578104,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","October, 2018",33249500,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","October, 2018",781497,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","September, 2018",10158,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","September, 2018",9529516,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","September, 2018",171934,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2018","September, 2018",24639,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","September, 2018",5294532,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","September, 2018",17949,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","September, 2018",6759827,22,117,731,4906,0.77,3.27,25.21,131.74
India,Haryana,"Calendar Year (Jan - Dec), 2018","September, 2018",2651236,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","September, 2018",688373,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","September, 2018",1630827.00125231339859783360,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","September, 2018",5713577,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","September, 2018",12090687,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","September, 2018",3518391,0,0,0,0,81.48,252.07,1071.84,3942.21
India,Ladakh,"Calendar Year (Jan - Dec), 2018","September, 2018",36468.99874768660140216640,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","September, 2018",5175,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","September, 2018",11749238,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","September, 2018",14457912,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","September, 2018",1551,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","September, 2018",8644554,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","September, 2018",3526357,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","September, 2018",10400582,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","September, 2018",96141,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","September, 2018",10010040,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","September, 2018",5048399,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","September, 2018",54628.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","September, 2018",577110,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","September, 2018",32747083,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","September, 2018",781497,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","August, 2018",14374,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","August, 2018",9448288,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","August, 2018",165368,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2018","August, 2018",30906,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","August, 2018",5294532,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","August, 2018",18007,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","August, 2018",6821657,24,138,2459,14063,0.63,3.34,67.16,319.41
India,Haryana,"Calendar Year (Jan - Dec), 2018","August, 2018",2648436,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","August, 2018",688881,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","August, 2018",1630827.00125231339859783360,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","August, 2018",5710496,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","August, 2018",12101788,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","August, 2018",3528217,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","August, 2018",36468.99874768660140216640,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","August, 2018",5175,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","August, 2018",11766584,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","August, 2018",14838989,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","August, 2018",1551,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","August, 2018",8644554,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","August, 2018",3515987,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","August, 2018",10351537,156,12,1934876,110380,445.41,70.78,239562.78,20671.59
India,Sikkim,"Calendar Year (Jan - Dec), 2018","August, 2018",59029,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","August, 2018",10013150,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","August, 2018",5045447,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","August, 2018",55459.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","August, 2018",576119,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","August, 2018",33175307,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","August, 2018",781393,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","July, 2018",14443,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",9449586,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",165368,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2018","July, 2018",30906,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","July, 2018",5303452,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","July, 2018",6864957,48,124,3122,22885,1.68,3.22,109.17,620
India,Haryana,"Calendar Year (Jan - Dec), 2018","July, 2018",2790768,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",689363,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","July, 2018",1630836.78252091388893307460,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","July, 2018",5710684,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","July, 2018",12099633,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","July, 2018",3533809,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","July, 2018",36469.21747908611106692540,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","July, 2018",5175,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",11767641,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","July, 2018",14737295,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","July, 2018",1551,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","July, 2018",8657079,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","July, 2018",3515987,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","July, 2018",10273116,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","July, 2018",24496,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","July, 2018",10004252,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","July, 2018",5042436,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","July, 2018",56206.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","July, 2018",587446,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","July, 2018",33746931,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","June, 2018",9516,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",9449652,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2018","June, 2018",30906,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","June, 2018",5322496,0,0,0,0,0,0,0,0
